《机械设计基础》这本书的作者是谁？	机械设计基础(2010年高等教育出版社出版作者杨可桢)作者	1
《机械设计基础》这本书的作者是谁？	机械设计基础(2010年高等教育出版社出版作者杨可桢)ISBN	0
《高等数学》是哪个出版社出版的？	高等数学(微积分)出版社	1
《高等数学》是哪个出版社出版的？	高等数学(微积分)出版时间	0
《线性代数》这本书的出版时间是什么？	线性代数(机械工业出版社2013年书籍-侯亚君)出版时间	1
《线性代数》这本书的出版时间是什么？	线性代数(机械工业出版社2013年书籍-侯亚君)装帧	0
安德烈是哪个国家的人呢？	安德烈(摩纳哥王子)国籍	1
安德烈是哪个国家的人呢？	安德烈(摩纳哥王子)出生日期	0
安德烈是哪个国家的人呢？	安德烈(摩纳哥王子)出生地	1
安德烈是哪个国家的人呢？	安德烈(摩纳哥王子)职业	0
安德烈是哪个国家的人呢？	安德烈王子国籍	1
安德烈是哪个国家的人呢？	安德烈王子民族	1
安德烈是哪个国家的人呢？	安德烈王子出生地	1
安德烈是哪个国家的人呢？	安德烈王子出生日期	0
安德烈是哪个国家的人呢？	安德烈王子职业	0
安德烈是哪个国家的人呢？	安德烈王子毕业院校	0
安德烈是哪个国家的人呢？	安德烈王子民族	1
安德烈是哪个国家的人呢？	安德烈王子国籍	1
安德烈是哪个国家的人呢？	安德烈王子职业	0
安德烈是哪个国家的人呢？	安德烈(巴西足球运动员)别名	0
《线性代数》的isbn码是什么？	线性代数(机械工业出版社2013年书籍-侯亚君)ISBN	1
《线性代数》的isbn码是什么？	线性代数(机械工业出版社2013年书籍-侯亚君)定价	0
《高等数学一（微积分）》是哪一门课的通用教材？	高等数学(微积分)书名	1
《高等数学一（微积分）》是哪一门课的通用教材？	高等数学(微积分)作者	0
有谁知道万达广场英文怎么说？	万达广场(厦门湖里万达广场)外文名	1
有谁知道万达广场英文怎么说？	万达广场(厦门湖里万达广场)类别	0
李明的出生年月日是什么？	李明(平安县委常委、县政府副县长)出生日期	1
李明的出生年月日是什么？	李明(平安县委常委、县政府副县长)职业	0
小说《韩娱守护力》完结还是连载呢？	韩娱守护力小说进度	1
小说《韩娱守护力》完结还是连载呢？	韩娱守护力连载网站	0
大家知道《夏想》是在哪个网站连载的吗？	夏想连载网站	1
《大学计算机基础》一共有多少页？	大学计算机基础(图书十五)页数	1
《大学计算机基础》一共有多少页？	大学计算机基础(图书十五)定价	0
城关镇在中国叫什么？	城关镇(临澧县)中文名	1
城关镇在中国叫什么？	城关镇(临澧县)所属地区	0
李明的老家是哪里？	李明(平安县委常委、县政府副县长)出生地	1
李明的老家是哪里？	李明(平安县委常委、县政府副县长)出生日期	0
大学计算机基础这本书多少钱啊？	大学计算机基础(图书十五)定价	1
大学计算机基础这本书多少钱啊？	大学计算机基础(图书十五)出版社	0
李军现在在哪任职，什么职位？	李军(天津中医学院附院主任医师)职业	1
李军现在在哪任职，什么职位？	李军(天津中医学院附院主任医师)毕业院校	0
文庙在中国称为什么	文庙(福建省漳州文庙)别名	1
文庙在中国称为什么	文庙(福建省漳州文庙)中文名	1
文庙在中国称为什么	文庙(福建省漳州文庙)占地	0
文庙在中国称为什么	文庙(福建省漳州文庙)建筑面积	0
文庙在中国称为什么	文庙(山西省太原文庙)别名	1
文庙在中国称为什么	文庙(山西省太原文庙)中文名	1
文庙在中国称为什么	文庙(山西省太原文庙)地点	0
文庙在中国称为什么	文庙(山西省太原文庙)修建时间	0
文庙在中国称为什么	文庙(河北省深泽文庙)别名	1
文庙在中国称为什么	文庙(河北省深泽文庙)中文名称	1
文庙在中国称为什么	文庙(河北省深泽文庙)景点级别	0
文庙在中国称为什么	文庙(河北省深泽文庙)创建时间	0
文庙在中国称为什么	文庙(山东省巨野文庙)别名	1
文庙在中国称为什么	文庙(山东省巨野文庙)中文名称	1
文庙在中国称为什么	文庙(山东省巨野文庙)地理位置	0
文庙在中国称为什么	文庙(山东省巨野文庙)著名景点	0
文庙在中国称为什么	文庙(湖南省新田文庙)别名	1
文庙在中国称为什么	文庙(湖南省新田文庙)中文名	1
文庙在中国称为什么	文庙(湖南省新田文庙)位于	0
文庙在中国称为什么	文庙(湖南省新田文庙)始建于	0
文庙在中国称为什么	文庙(云南省通海文庙)别名	1
文庙在中国称为什么	文庙(云南省通海文庙)中文名	1
文庙在中国称为什么	文庙(云南省通海文庙)位于	0
文庙在中国称为什么	文庙(云南省通海文庙)坐落于	0
文庙在中国称为什么	文庙(四川省德阳文庙)别名	1
文庙在中国称为什么	文庙(四川省德阳文庙)中文名	1
文庙在中国称为什么	文庙(四川省德阳文庙)位置	0
文庙在中国称为什么	文庙(四川省德阳文庙)称号	0
文庙在中国称为什么	文庙(安徽省绩溪文庙)别名	1
文庙在中国称为什么	文庙(安徽省绩溪文庙)中文名	1
文庙在中国称为什么	文庙(安徽省绩溪文庙)位置	0
文庙在中国称为什么	文庙(安徽省绩溪文庙)分类	0
文庙在中国称为什么	文庙(湖南省石门文庙)别名	1
文庙在中国称为什么	文庙(湖南省石门文庙)中文名称	0
文庙在中国称为什么	文庙(越南河内文庙)别名	1
文庙在中国称为什么	文庙(越南河内文庙)中文名	1
文庙在中国称为什么	文庙(越南河内文庙)外文名	0
文庙在中国称为什么	文庙(越南河内文庙)所在地	0
文庙在中国称为什么	文庙(湖南省岳阳文庙)别名	1
文庙在中国称为什么	文庙(湖南省岳阳文庙)中文名称	1
文庙在中国称为什么	文庙(湖南省岳阳文庙)地理位置	0
文庙在中国称为什么	文庙(湖南省岳阳文庙)占地面积	0
文庙在中国称为什么	文庙(市区文庙)别名	1
文庙在中国称为什么	文庙(市区文庙)中文名称	1
文庙在中国称为什么	文庙(市区文庙)外文名称	0
文庙在中国称为什么	文庙(市区文庙)地理位置	0
文庙在中国称为什么	文庙(福建省泉州府文庙)别名	1
文庙在中国称为什么	文庙(福建省泉州府文庙)中文名	1
文庙在中国称为什么	文庙(福建省泉州府文庙)地区	0
文庙在中国称为什么	文庙(福建省泉州府文庙)级别	0
文庙在中国称为什么	文庙(福建省度尾文庙)别名	1
文庙在中国称为什么	文庙(福建省度尾文庙)中文名称	1
文庙在中国称为什么	文庙(福建省度尾文庙)地理位置	0
文庙在中国称为什么	文庙(福建省度尾文庙)占地面积	0
文庙在中国称为什么	文庙(福建省黄石文庙)别名	1
文庙在中国称为什么	文庙(福建省黄石文庙)中文名	1
文庙在中国称为什么	文庙(福建省黄石文庙)地理位置	0
文庙在中国称为什么	文庙(福建省黄石文庙)所属朝代	0
文庙在中国称为什么	文庙(河北省邢台文庙)别名	1
文庙在中国称为什么	文庙(河北省邢台文庙)中文名	0
文庙在中国称为什么	文庙(河南省郑州文庙)别名	1
文庙在中国称为什么	文庙(河南省郑州文庙)中文名	1
文庙在中国称为什么	文庙(河南省郑州文庙)地点	0
文庙在中国称为什么	文庙(河南省郑州文庙)建设时间	0
文庙在中国称为什么	文庙(湖南省宁远文庙)别名	1
文庙在中国称为什么	文庙(湖南省宁远文庙)中文名称	1
文庙在中国称为什么	文庙(湖南省宁远文庙)地理位置	0
文庙在中国称为什么	文庙(湖南省宁远文庙)建成时间	0
文庙在中国称为什么	文庙(新疆乌鲁木齐文庙)别名	1
文庙在中国称为什么	文庙(新疆乌鲁木齐文庙)中文名	1
文庙在中国称为什么	文庙(新疆乌鲁木齐文庙)位于	0
文庙在中国称为什么	文庙(新疆乌鲁木齐文庙)现在	0
文庙在中国称为什么	文庙(安徽省宿松文庙)别名	1
文庙在中国称为什么	文庙(安徽省宿松文庙)中文名称	1
文庙在中国称为什么	文庙(安徽省宿松文庙)古称	0
文庙在中国称为什么	文庙(安徽省宿松文庙)创建年月	0
文庙在中国称为什么	文庙(甘肃省武威文庙)别名	1
文庙在中国称为什么	文庙(甘肃省武威文庙)中文名称	0
文庙在中国称为什么	文庙(云南省墨江文庙)别名	1
文庙在中国称为什么	文庙(云南省墨江文庙)中文名称	1
文庙在中国称为什么	文庙(云南省墨江文庙)地理位置	0
文庙在中国称为什么	文庙(云南省墨江文庙)著名景点	0
文庙在中国称为什么	文庙(江苏省清江文庙)别名	1
文庙在中国称为什么	文庙(江苏省清江文庙)中文名	1
文庙在中国称为什么	文庙(江苏省清江文庙)位置	0
文庙在中国称为什么	文庙(江苏省清江文庙)建立时间	0
文庙在中国称为什么	文庙(吉林省长春文庙)别名	1
文庙在中国称为什么	文庙(吉林省长春文庙)中文名	0
文庙在中国称为什么	安顺府学宫又名	1
文庙在中国称为什么	安顺府学宫始建时间	0
文庙在中国称为什么	文庙(云南省建水文庙)别名	1
文庙在中国称为什么	文庙(云南省建水文庙)中文名	1
文庙在中国称为什么	文庙(云南省建水文庙)外文名	0
文庙在中国称为什么	文庙(云南省建水文庙)所在地	0
文庙在中国称为什么	文庙(黑龙江省哈尔滨文庙)别名	1
文庙在中国称为什么	文庙(黑龙江省哈尔滨文庙)中文名称	1
文庙在中国称为什么	文庙(黑龙江省哈尔滨文庙)地理位置	0
文庙在中国称为什么	文庙(黑龙江省哈尔滨文庙)占地面积	0
文庙在中国称为什么	文庙(山西省代县文庙)别名	1
文庙在中国称为什么	文庙(山西省代县文庙)中文名	1
文庙在中国称为什么	文庙(山西省代县文庙)地址	0
文庙在中国称为什么	文庙(山西省代县文庙)创建时间	0
文庙在中国称为什么	文庙(山西省长子文庙)别名	1
文庙在中国称为什么	文庙(山西省长子文庙)中文名	1
文庙在中国称为什么	文庙(山西省长子文庙)位置	0
文庙在中国称为什么	文庙(山西省长子文庙)特点	0
文庙在中国称为什么	文庙(贵州省安顺文庙)别名	1
文庙在中国称为什么	文庙(贵州省安顺文庙)中文名称	1
文庙在中国称为什么	文庙(贵州省安顺文庙)占地面积	0
文庙在中国称为什么	文庙(贵州省安顺文庙)位于	0
文庙在中国称为什么	文庙(上海文庙)别名	1
文庙在中国称为什么	文庙(上海文庙)中文名	1
文庙在中国称为什么	文庙(上海文庙)地址	0
文庙在中国称为什么	文庙(上海文庙)纪念	0
文庙在中国称为什么	文庙(福建省福州文庙)别名	1
文庙在中国称为什么	文庙(福建省福州文庙)中文名	1
文庙在中国称为什么	文庙(福建省福州文庙)性质	0
文庙在中国称为什么	文庙(福建省福州文庙)俗称	0
文庙在中国称为什么	文庙(陕西省韩城文庙)别名	1
文庙在中国称为什么	文庙(陕西省韩城文庙)中文名	1
文庙在中国称为什么	文庙(陕西省韩城文庙)地址	0
文庙在中国称为什么	文庙(陕西省韩城文庙)重修时间	0
文庙在中国称为什么	文庙(江苏省江阴文庙)别名	1
文庙在中国称为什么	文庙(江苏省江阴文庙)中文名称	0
文庙在中国称为什么	文庙(南京市六合文庙)别名	1
文庙在中国称为什么	文庙(南京市六合文庙)中文名称	1
文庙在中国称为什么	文庙(南京市六合文庙)地理位置	0
文庙在中国称为什么	文庙(南京市六合文庙)著名景点	0
文庙在中国称为什么	文庙(云南省澄江文庙)别名	1
文庙在中国称为什么	文庙(云南省澄江文庙)中文名	1
文庙在中国称为什么	文庙(云南省澄江文庙)全称	0
文庙在中国称为什么	文庙(云南省澄江文庙)隶属	0
文庙在中国称为什么	文庙(山东省宁阳文庙)别名	1
文庙在中国称为什么	文庙(山东省宁阳文庙)中文名称	1
文庙在中国称为什么	文庙(山东省宁阳文庙)地理位置	0
文庙在中国称为什么	文庙(山东省宁阳文庙)占地面积	0
文庙在中国称为什么	文庙(山东省宁阳文庙)中文名	1
文庙在中国称为什么	文庙(山东省宁阳文庙)定位	0
文庙在中国称为什么	文庙(贵州省思南府文庙)别名	1
文庙在中国称为什么	文庙(贵州省思南府文庙)中文名	1
文庙在中国称为什么	文庙(贵州省思南府文庙)又称	0
文庙在中国称为什么	文庙(贵州省思南府文庙)地点	0
文庙在中国称为什么	文庙(陕西省洛南文庙)别名	1
文庙在中国称为什么	文庙(陕西省洛南文庙)中文名	1
文庙在中国称为什么	文庙(陕西省洛南文庙)建造时间	0
文庙在中国称为什么	文庙(陕西省洛南文庙)占地面积	0
文庙在中国称为什么	文庙(四川省资中文庙)别名	1
文庙在中国称为什么	文庙(四川省资中文庙)中文名	1
文庙在中国称为什么	文庙(四川省资中文庙)占地	0
文庙在中国称为什么	文庙(四川省资中文庙)建筑面积	0
文庙在中国称为什么	文庙(安徽省望江文庙)别名	1
文庙在中国称为什么	文庙(安徽省望江文庙)中文名	1
文庙在中国称为什么	文庙(安徽省望江文庙)地点	0
文庙在中国称为什么	文庙(安徽省望江文庙)面积	0
文庙在中国称为什么	文庙(河南省汝州文庙)别名	1
文庙在中国称为什么	文庙(河南省汝州文庙)中文名称	0
文庙在中国称为什么	文庙(吉林省吉林文庙)别名	1
文庙在中国称为什么	文庙(吉林省吉林文庙)中文名	1
文庙在中国称为什么	文庙(吉林省吉林文庙)位于	0
文庙在中国称为什么	文庙(吉林省吉林文庙)现在	0
文庙在中国称为什么	文庙(云南省凤庆文庙)别名	1
文庙在中国称为什么	文庙(云南省凤庆文庙)中文名	1
文庙在中国称为什么	文庙(云南省凤庆文庙)位于	0
文庙在中国称为什么	文庙(云南省凤庆文庙)意义	0
文庙在中国称为什么	文庙(辽宁省辽阳文庙)别名	1
文庙在中国称为什么	文庙(辽宁省辽阳文庙)中文名称	1
文庙在中国称为什么	文庙(辽宁省辽阳文庙)地理位置	0
文庙在中国称为什么	文庙(辽宁省辽阳文庙)著名景点	0
文庙在中国称为什么	文庙(福建省上杭文庙)别名	1
文庙在中国称为什么	文庙(福建省上杭文庙)中文名	1
文庙在中国称为什么	文庙(福建省上杭文庙)又称	0
文庙在中国称为什么	文庙(福建省上杭文庙)地点	0
文庙在中国称为什么	文庙(河北省平山文庙)别名	1
文庙在中国称为什么	文庙(河北省平山文庙)中文名	1
文庙在中国称为什么	文庙(河北省平山文庙)位置	0
文庙在中国称为什么	文庙(河北省平山文庙)属性	0
文庙在中国称为什么	文庙(安徽省蒙城文庙)别名	1
文庙在中国称为什么	文庙(安徽省蒙城文庙)中文名	1
文庙在中国称为什么	文庙(安徽省蒙城文庙)又称	0
文庙在中国称为什么	文庙(安徽省蒙城文庙)位于	0
文庙在中国称为什么	文庙(江苏省徐州文庙)别名	1
文庙在中国称为什么	文庙(江苏省徐州文庙)中文名	1
文庙在中国称为什么	文庙(江苏省徐州文庙)定位	0
文庙在中国称为什么	文庙(江苏省徐州文庙)位于	0
文庙在中国称为什么	文庙(安徽省桐城文庙)别名	1
文庙在中国称为什么	文庙(安徽省桐城文庙)中文名称	1
文庙在中国称为什么	文庙(安徽省桐城文庙)地理位置	0
文庙在中国称为什么	文庙(安徽省桐城文庙)占地面积	0
文庙在中国称为什么	文庙(安徽省桐城文庙)著名景点	1
文庙在中国称为什么	文庙(安徽省桐城文庙)时代	0
文庙在中国称为什么	文庙(安徽省桐城文庙)中文名	1
文庙在中国称为什么	文庙(安徽省桐城文庙)地址	0
文庙在中国称为什么	文庙(云南省江川文庙)别名	1
文庙在中国称为什么	文庙(云南省江川文庙)中文名	1
文庙在中国称为什么	文庙(云南省江川文庙)位置	0
文庙在中国称为什么	文庙(云南省江川文庙)类型	0
文庙在中国称为什么	文庙(桂林市恭城文庙)别名	1
文庙在中国称为什么	文庙(桂林市恭城文庙)中文名称	1
文庙在中国称为什么	文庙(桂林市恭城文庙)地理位置	0
文庙在中国称为什么	文庙(桂林市恭城文庙)占地面积	0
文庙在中国称为什么	文庙(福建省仙游文庙)别名	1
文庙在中国称为什么	文庙(福建省仙游文庙)中文名称	0
文庙在中国称为什么	文庙(河南省开封文庙)别名	1
文庙在中国称为什么	文庙(河南省开封文庙)中文名	1
文庙在中国称为什么	文庙(河南省开封文庙)位于	0
文庙在中国称为什么	文庙(河南省开封文庙)布局	0
文庙在中国称为什么	文庙(四川省犍为文庙)别名	1
文庙在中国称为什么	文庙(四川省犍为文庙)中文名称	1
文庙在中国称为什么	文庙(四川省犍为文庙)行政区类别	0
文庙在中国称为什么	文庙(四川省犍为文庙)下辖地区	0
文庙在中国称为什么	文庙(湖南省邵阳文庙)别名	1
文庙在中国称为什么	文庙(湖南省邵阳文庙)中文名	1
文庙在中国称为什么	文庙(湖南省邵阳文庙)位于	0
文庙在中国称为什么	文庙(湖南省邵阳文庙)意义	0
文庙在中国称为什么	文庙(湖南省邵阳文庙)中文名称	1
文庙在中国称为什么	文庙(湖南省邵阳文庙)地理位置	0
文庙在中国称为什么	文庙(贵州省织金文庙)别名	1
文庙在中国称为什么	文庙(贵州省织金文庙)中文名	1
文庙在中国称为什么	文庙(贵州省织金文庙)地址	0
文庙在中国称为什么	文庙(贵州省织金文庙)始建	0
文庙在中国称为什么	文庙(广东省海丰文庙)别名	1
文庙在中国称为什么	文庙(广东省海丰文庙)中文名	1
文庙在中国称为什么	文庙(广东省海丰文庙)位置	0
文庙在中国称为什么	文庙(广东省海丰文庙)分类	0
文庙在中国称为什么	文庙别名	1
文庙在中国称为什么	文庙中文名	0
文庙在中国称为什么	文庙(西宁市)别名	1
文庙在中国称为什么	文庙(西宁市)青海省文物保护单位	0
杨明是什么少数民族的人	杨明(喀左县委常委、政法委书记)民族	1
杨明是什么少数民族的人	杨明(喀左县委常委、政法委书记)出生日期	0
有一本叫《毛泽东》的书是怎样装订的	毛泽东(近藤邦康所著，宋志勇等译图书)装帧	1
有一本叫《毛泽东》的书是怎样装订的	毛泽东(近藤邦康所著，宋志勇等译图书)文献类型	0
西游记属于什么类型的书呢	西游记(1956年赵树燊执导电影)类型	1
西游记属于什么类型的书呢	西游记(1956年赵树燊执导电影)主演	0
王娟是男性还是女性	王娟(全国劳动模范)性别	1
王娟是男性还是女性	王娟(全国劳动模范)政治面貌	0
王娟是男性还是女性	王娟(整形专家)性别	1
王娟是男性还是女性	王娟(柔道运动员)别名	0
王娟是男性还是女性	王娟(信阳师范学院副教授)性别	1
王娟是男性还是女性	王娟(中国当代画家)别名	0
王娟是男性还是女性	王娟(小学国际教育项目专家、小学英语测试专家)性别	1
王娟是男性还是女性	王娟(湖北大学化学化工学院教授)别名	0
王娟是男性还是女性	王娟(湖北大学化学化工学院教授)性别	1
王娟是男性还是女性	王娟(湖北大学化学化工学院教授)籍贯	0
王娟是男性还是女性	王娟(癫痫病专家)性别	1
王娟是男性还是女性	王娟(武威市人民检察院科员)别名	0
王娟是男性还是女性	王娟(武威市人民检察院科员)性别	1
王娟是男性还是女性	王娟(中储粮山东分公司副总经理)别名	0
王娟是男性还是女性	王娟(中储粮山东分公司副总经理)性别	1
王娟是男性还是女性	王娟(台湾演员)别名	0
王娟是男性还是女性	王娟(莱芜职业技术学院副教授)性别	1
王娟是男性还是女性	王娟(共青团江苏省淮安市委副书记、党组成员)别名	0
王娟是男性还是女性	王娟(打击乐演奏家)性别	1
王娟是男性还是女性	王娟(厦门大学嘉庚学院日语系讲师)别名	0
王娟是男性还是女性	王娟(大学生年度人物王娟)性别	1
王娟是男性还是女性	王娟(大学生年度人物王娟)群众面貌	0
王娟是男性还是女性	王娟性别	1
王娟是男性还是女性	王娟出生年月	0
计算机应用基础是多少开的书	计算机应用基础(电子工业出版社出版图书)开本	1
计算机应用基础是多少开的书	计算机应用基础(人民邮电出版社中职教材)别名	0
计算机应用基础是多少开的书	计算机应用基础(北大版图书)开本	1
计算机应用基础是多少开的书	计算机应用基础(北大版图书)系列名	0
计算机应用基础是多少开的书	计算机应用基础(2011年机械工业出版社新书)开本	1
计算机应用基础是多少开的书	计算机应用基础(机械工业出版社2013版-边军辉)别名	0
计算机应用基础是多少开的书	计算机应用基础(机械工业出版社2013版-边军辉)开本	1
计算机应用基础是多少开的书	计算机应用基础(曹敏、余胜泉主编图书)别名	0
周迅是哪家公司的总裁	周迅(中国高级策划师、国家一级编导)公司名称	1
周迅是哪家公司的总裁	周迅(周老实)别名	0
博士来拜是什么画	博士来拜(曼特尼亚画作)类别	1
博士来拜是什么画	博士来拜(曼特尼亚画作)年代	0
李军医生是什么学校毕业的	李军(天津中医学院附院主任医师)毕业院校	1
李军医生是什么学校毕业的	李军(天津中医学院附院主任医师)信仰	0
陈平来自于哪个国家	陈平(四川省骨质疏凇专委会委员)国籍	1
陈平来自于哪个国家	陈平(四川省骨质疏凇专委会委员)职业	0
陈平来自于哪个国家	陈平(北京骏宝威汽车贸易有限公司董事长)国籍	1
陈平来自于哪个国家	陈平(北京骏宝威汽车贸易有限公司董事长)民族	0
陈平来自于哪个国家	陈平(山东科技大学教授)国籍	1
陈平来自于哪个国家	陈平(山东科技大学教授)职业	0
